SFS-nr	Rubrik
1964:487	Kungörelse (1964:487) om överflyttande på  centrala studiehjälpsnämnden av de uppgifter som tillkomma studiehjälpsnämnden och garantilånenämnden
1964:518	Kungörelse (1964:518) med vissa förordnanden  enligt lagen den 17 maj 1963 (nr 158) om ersättning för skada i följd av atomfartygs drift
1964:528	Lag (1964:528) om tillämplig lag beträffande internationella köp av lösa saker
1964:574	Kungörelse (1964:574) om överflyttande på studiemedelsnämnderna av de uppgifter som tillkomma statsstipendienämnderna
1964:653	Lag (1964:653) om överflyttande av magistratens befattning med burskapsärenden m.m.
1964:680	Kungörelse (1964:680) med närmare föreskrifter om särskild förrättningsman för upptagande av protest
1964:740	Förordning (1964:740) med föreskrifter för åklagare i vissa brottmål
1964:811	Kungörelse (1964:811) om ersättning för intrång i fiske till följd av militär verksamhet
1964:93	Kungörelse (1964:93) om betesreglering inom Ullatti skogsvårdsområde i Gällivare socken i Norrbottens län
1965:110	Kungörelse (1965:110) angående tillämpning mellan Sverige och Danmark av tilläggsprotokoll till vissa europeiska avtal om social trygghet
1965:269	Lag (1965:269) med särskilda bestämmelser om kommuns och annan menighets utdebitering av skatt, m.m.
1965:29	Förordning (1965:29) om skattefrihet för ersättning till offer för nationalsocialistisk förföljelse
1965:610	Kungörelse (1965:610) angående tillämpning i  förhållande till Island av en mellan Sverige, Danmark, Finland och Norge träffad överenskommelse om  upphävande av passkontrollen vid de internordiska gränserna
1965:7	Kungörelse (1965:7) angående tillämpning mellan Sverige och Island av vissa europeiska avtal  om social trygghet m.m.
1965:723	Lag (1965:723) om erkännande och verkställighet av vissa utländska domar och beslut angående underhåll till barn
1965:725	Kungörelse (1965:725) om eftergift av statsverkets rätt på grund av vissa garantiförbindelser
1966:314	Lag (1966:314) om kontinentalsockeln
1966:315	Kontinentalsockelförordning (1966:315)
1966:319	Lag (1966:319) om rätt till sand-, grus- och stentäkt inom vissa allmänna vattenområden
1966:320	Kungörelse (1966:320) om upplåtelse från staten av rätt till sand-, grus- eller stentäkt inom vissa allmänna vattenområden
1966:406	Kungörelse (1966:406) angående tillämpning  av lagen den 10 december 1965 (nr 723) om erkännande och verkställighet av vissa utländska  domar och beslut angående underhåll till barn
1966:552	Kungörelse (1966:552) om tillämpning av en överenskommelse mellan Sverige och Organisationen  för europeisk rymdforskning (ESRO) rörande tillämpningen av artikel 20 i protokollet om privilegier  och immuniteter för organisationen
1966:680	Lag (1966:680) om ändring av vissa underhållsbidrag
1966:735	Lag (1966:735) om erkännande och verkställighet av skiljedomar i vissa internationella  investeringstvister
1966:98	Riksskattenämndens Kungörelse (1966:98) angående fastställelse av formulär till avräkningsnota på skatteavdrag för amerikansk källskatt
1967:164	Cirkulär (1967:164) till nedre justitierevisionen, hovrätterna och de allmänna underrätterna om skyndsam handläggning av brottmål rörande våld mot polismän m.fl.
1967:294	Sjöförklaringskungörelse (1967:294)
1967:494	Sjöförklaringscirkulär (1967:494)
1967:502	Förordning (1967:502) om utdrag från Skatteverkets folkbokföringsverksamhet för utredning om brott
1967:531	Lag (1967:531) om tryggande av pensionsutfästelse m.m.
1967:539	Kungörelse (1967:539) med förordnande enligt 5 § tredje stycket lagen den 9 juni 1967 (nr 531) om tryggande av pensionsutfästelse m.m.
1967:663	Lag (1967:663) om tillägg till vissa trafiklivräntor
1967:667	Kungörelse (1967:667) med tillämpningsföreskrifter  till lagen den 1 december 1967 (nr 663) om tillägg  till vissa trafiklivräntor
1967:723	Kungörelse (1967:723) om tillämpning av avtal den 20 november 1936 mellan Sverige och Ungern för undvikande av dubbelbeskattning beträffande arvsskatt
1967:728	Kungörelse (1967:728) om tillämpning av avtal den 25 april 1952 mellan Sverige och Nederländerna för undvikande av dubbelbeskattning och fastställande av bestämmelser angående ömsesidig handräckning beträffande skatter på kvarlåtenskap
1967:730	Kungörelse (1967:730) om tillämpning av avtal den 18 januari 1956 mellan Sverige och Belgien för undvikande av dubbelbeskattning och för reglering av vissa andra frågor beträffande skatter på kvarlåtenskap
1967:731	Kungörelse (1967:731) om tillämpning av avtal den 20 december 1956 mellan Sverige och Italien för undvikande av dubbelbeskattning beträffande skatter på kvarlåtenskap
1967:732	Kungörelse (1967:732) om tillämpning av avtal den 29 maj 1961 mellan Sverige och Republiken Sydafrika för undvikande av dubbelbeskattning beträffande skatter på kvarlåtenskap
1967:733	Kungörelse (1967:733) om tillämpning av avtal den 15 maj 1962 mellan Sverige och Israel för undvikande av dubbelbeskattning beträffande skatter på kvarlåtenskap
1967:734	Kungörelse (1967:734) om tillämpning av avtal den 21 november 1962 mellan Sverige och Österrike för undvikande av dubbelbeskattning beträffande skatter på kvarlåtenskap
1967:735	Kungörelse (1967:735) om tillämpning av avtal den 25 april 1963 mellan Sverige och Spanien för undvikande av dubbelbeskattning och fastställande av bestämmelser angående ömsesidig handräckning beträffande skatter på kvarlåtenskap
1967:895	Kungörelse (1967:895) om ersättning till nämndemän för vissa syner och besiktningar
1967:919	Lag (1967:919) om värdesäkring av yrkesskadelivräntor m.m.
1967:920	Förordning (1967:920) om värdesäkring av yrkesskadelivräntor, som utgår av statsmedel, m.m.
1968:199	Ordningsbotskungörelse (1968:199)
1968:226	Förordning (1968:226) om rätt för Konungen att medge tull- och skattefrihet  m.m. för anläggning som uppföres vid rikets gräns
1968:439	Kungörelse (1968:439) om ersättning av statsmedel vid vissa atomolyckor
1968:450	Kungörelse (1968:450) angående  tillämpning av avtal den 29 januari  1968 mellan Sverige och Finland om  viss tull- och skattefrihet vid byggande  av gränsbroar m.m.
1968:536	Kungörelse (1968:536) om ny internationell signalbok för sjöfarten
1968:64	Narkotikastrafflag (1968:64)
1969:12	Lag (1969:12) om internationell vägtransport
1969:123	Kungörelse (1969:123) om äktenskapscertifikat
1969:293	Efterlysningskungörelse (1969:293)
1969:39	Kungörelse (1969:39) om fastställande av  räntan på vissa lån med statlig kreditgaranti
1969:399	Kungörelse (1969:399) om förvaltare för avlyst flottled
1969:475	Kungörelse (1969:475) om uppbörd av särskilda avgifter genom Tullverkets försorg
1969:590	Kungörelse (1969:590) om ersättning vid förundersökning i brottmål
1969:620	Lag (1969:620) om ersättning i vissa fall för utgivna underhållsbidrag
1969:624	Förordning (1969:624) om rättsgenetisk undersökning vid utredning av faderskap
1969:644	Lag (1969:644) om vissa rättigheter för statslösa personer och politiska flyktingar
1969:84	Kungörelse (1969:84) om polisens användning av skjutvapen
1969:91	Kungörelse (1969:91) med anledning av Sveriges tillträde till konventionen den 19 maj 1956 om  fraktavtalet vid internationell godsbefordran på väg
1969:93	Lag (1969:93) om begränsning av samhällsstöd vid arbetskonflikt
1970:1029	Lag (1970:1029) om avrundning av vissa öresbelopp
1970:144	Lag (1970:144) om fortsatt  försäkring enligt lagen (1954:774)  med särskilda bestämmelser om frivillig sjukpenningförsäkring i allmän sjukkassa
1970:16	Kungörelse (1970:16) om Islands anslutning till EFTA-konventionen och FINEFTA-överenskommelsen
1970:215	Lag (1970:215) om arbetsgivares kvittningsrätt
1970:264	Kungörelse (1970:264) om ersättning av statsmedel vid vissa atomolyckor
1970:299	Lag (1970:299) om skydd mot flyghavre
1970:300	Förordning (1970:300) om skydd mot flyghavre
1970:340	Förordning (1970:340) om skolskjutsning
1970:344	Kungörelse (1970:344) om kompetenskrav för förare av större fritidsbåtar
1970:375	Lag (1970:375) om utlämning till Danmark, Finland, Island eller Norge för verkställighet av beslut om vård eller behandling
1970:485	Mönsterskyddslag (1970:485)
1970:486	Mönsterskyddsförordning (1970:486)
1970:498	Lag (1970:498) om skydd för vapen och vissa andra officiella beteckningar
1970:517	Förordning (1970:517) om rättsväsendets informationssystem
1970:60	Strafföreläggandekungörelse (1970:60)
1970:624	Kupongskattelag (1970:624)
1970:68	Förordning (1970:68) om tillsyn över Svenska skeppshypotekskassan
1970:710	Kungörelse (1970:710) om utlämning till eller från Danmark, Finland, Island eller Norge för verkställighet av beslut om vård eller behandling
1970:81	Statistiska centralbyråns kungörelse (1970:81) om procenttal för ändring av vissa underhållsbidrag
1970:86	Lag (1970:86) om befrielse för utländsk konsul  från skyldighet att avlägga vittnesmål m.m.
1970:912	Lag (1970:912) med anledning av Riksskatteverkets inrättande
1970:927	Kungörelse (1970:927) om fastställande av tabeller till ledning vid uträknandet av arvsskatt och gåvoskatt
1970:943	Lag (1970:943) om arbetstid m.m. i husligt arbete
1970:979	Förmånsrättslag (1970:979)
1970:98	Statskontorets Cirkulär (1970:98) angående tillämpning av en inom Förenta nationernas ekonomiska kommission för Europa (ECE) utarbetad dispositionsnyckel för handelsdokument
1970:980	Lag (1970:980) om retentionsrätt för fordran hos hotellgäst
1970:988	Fastighetsbildningslag (1970:988)
1970:989	Lag (1970:989) om införande av fastighetsbildningslagen
1970:990	Lag (1970:990) om förmånsrätt för fordran på grund av fastighetsbildning
1970:991	Lag (1970:991) om ändring i kommunal indelning i samband med  fastighetsbildning
1970:994	Jordabalk (1970:994)
1970:995	Lag (1970:995) om införande av nya jordabalken
1970:996	Lag (1970:996) om förvärv i  vissa fall av del av fastighet
1970:997	Lag (1970:997) om upphörande  av inteckningsansvar i fastighet  som bildats av samfälld mark
1971:1037	Lag (1971:1037) om äganderättsutredning och legalisering
1971:1065	Kungörelse (1971:1065) om viss underrättelseskyldighet i mål angående förrättning enligt lagen (1939:608) om enskilda vägar
1971:1078	Lag (1971:1078) om försvarsuppfinningar
1971:1086	Kungörelse (1971:1086) om äganderättsutredning  och legalisering
1971:1152	Förordning (1971:1152) om allmänna jordbruksarrenden
1971:118	Lag (1971:118) om skattefrihet för ersättning till neurosedynskadade
1971:1217	Kungörelse (1971:1217) om underrättelse  enligt 18 kap. 6 § jordabalken
1971:130	Kungörelse (1971:130) om tillämpning av protokoll mellan Sverige och Sovjetunionen angående ömsesidig skattebefrielse för luftfartsföretag och deras anställda
1971:14	Kungörelse (1971:14) om tillägg till vissa statliga skadelivräntor, m.m.
1971:171	Lag (1971:171) om särskilt uppskattningsvärde på fastighet
1971:289	Lag (1971:289) om allmänna förvaltningsdomstolar
1971:291	Förvaltningsprocesslag (1971:291)
1971:309	Lag (1971:309) om behörighet för allmän förvaltningsdomstol att pröva vissa mål
1971:437	Rennäringslag (1971:437)
1971:49	Kupongskatteförordning (1971:49)
1971:519	Kungl. Maj:ts kungörelse (1971:519) om höjning av riddarhuskapitationsavgiften
1971:526	Kungörelse (1971:526) om efterlevande makes pensionsrätt enligt äldre statliga familjepensionsbestämmelser
1971:69	Skattebrottslag (1971:69)
1971:703	Förordning (1971:703) om redovisning av  pengar som har deponerats hos länsstyrelse  enligt 8 kap 12 a § eller 12 kap. 21 §  jordabalken
1971:762	Fastighetsbildningskungörelse (1971:762)
1971:933	Förordning (1971:933) om rättsstatistiken
1971:948	Väglag (1971:948)
1971:965	Lag (1971:965) om straff för trafikbrott som begåtts utomlands
1971:99	Statistiska centralbyråns kungörelse (1971:99) om procenttal för ändring av vissa underhållsbidrag
1972:114	Lag (1972:114) med anledning av konventionen den 9 februari 1972 mellan Sverige och Norge om renbetning
1972:116	Kungörelse (1972:116) om tull- och skattefrihet  vid uppförande och underhåll av vissa stängsel  för renar
1972:17	Kungörelse (1972:17) om behandling av föremål som upphittats inom flygplats eller på luftfartyg, m.m.
1972:175	Lag (1972:175) med vissa bestämmelser om bokföring av bostadslån m.m.
1972:180	Lag (1972:180) om avrundning av vissa fordringar till helt krontal, m.m.
1972:205	Permutationslag (1972:205)
1972:207	Skadeståndslag (1972:207)
1972:435	Lag (1972:435) om överlastavgift
1972:463	Kungörelse (1972:463) med vissa bestämmelser om elektriska svagströmsledningar
1972:477	Kungörelse (1972:477) om tillämpning av 3 § lagen (1971:965) om straff för trafikbrott som begåtts utomlands
1972:49	Lag (1972:49) med särskilda bestämmelser om insättning på skogskonto
1972:580	Kungörelse (1972:580) om tillämpning i förhållande  till Turkiet av vissa europeiska avtal om social  trygghet m.m.
1972:625	Lag (1972:625) om statligt stöd till politiska partier
1972:642	Kungörelse (1972:642) om sättet för bevakande av statens talan i ärenden om utfärdande av överlåtelsehandling (skattebrev) på krononybyggen
1972:698	Kungörelse (1972:698) om avtalet mellan  Sverige och Europeiska ekonomiska  gemenskapen
1972:719	Expropriationslag (1972:719)
1972:727	Expropriationskungörelse (1972:727)
1972:752	Lag (1972:752) med anledning av införandet av ny vägtrafiklagstiftning
1972:97	Kungörelse (1972:97) om tillämpning i  förhållande till Cypern av vissa europeiska avtal om social trygghet m.m.
1973:1016	Kungörelse (1973:1016) om införande av ny tullagstiftning
1973:105	Kungörelse (1973:105) om länsbeteckningar
